food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
chinese fried rice,120.58,4.05,13.4,5.43,2.31,1.47,248.36,34.7,0.99,67.39,Veg,processed,0.177,0.5857,0.2373,0.7324,1.0,3
spanish rice,164.24,4.19,31.1,2.23,2.78,1.26,96.61,18.93,0.92,48.66,Non-Veg,processed,0.1117,0.8289,0.0594,1.7983,1.0,1
lobia curry,148.99,6.06,17.88,5.62,4.57,2.51,355.41,36.8,2.21,15.13,Veg,processed,0.205,0.6049,0.1901,1.0594,1.0,3
chickpeas curry (safed channa curry),163.43,6.1,19.98,6.84,4.73,4.78,357.99,30.61,1.82,16.33,Non-Veg,processed,0.1853,0.6069,0.2078,0.879,1.0,1
black channa curry/bengal gram curry (kale chane ki curry),140.68,5.67,14.11,6.61,7.99,2.36,358.63,53.87,2.43,15.13,Veg,processed,0.2149,0.5347,0.2505,0.845,1.0,3
moti mahal dal (urad rajmah mix dal),103.13,3.93,8.74,5.66,3.38,1.7,157.61,38.13,1.05,15.45,Veg,processed,0.2144,0.4768,0.3088,0.6823,1.0,3
whole urad (urad ki dal),53.8,2.21,5.05,2.62,2.32,0.57,126.12,13.07,0.78,10.28,Veg,processed,0.2237,0.5111,0.2652,0.8125,0.0,3
whole moth (moth ki dal),55.0,2.01,5.74,2.62,1.85,0.66,125.08,18.98,0.95,11.04,Veg,processed,0.1938,0.5535,0.2527,0.739,0.0,3
whole masoor (masoor ki dal),54.05,2.28,5.37,2.52,1.98,0.67,123.72,12.2,0.95,11.04,Veg,processed,0.2242,0.528,0.2478,0.8702,0.0,3
whole moong (moong ki dal),53.7,2.25,5.22,2.56,2.02,0.59,123.86,13.58,0.68,11.04,Veg,processed,0.2243,0.5204,0.2552,0.8459,0.0,3
mixed dal,61.93,2.51,5.79,3.1,1.62,0.34,141.36,11.0,0.78,1.1,Veg,processed,0.2202,0.5079,0.2719,0.7844,0.0,3
dry washed urad,124.71,6.85,15.66,3.5,4.06,0.73,295.79,27.08,1.89,1.46,Veg,processed,0.2634,0.6021,0.1346,1.9028,1.0,3
split bengal gram with bottle gourd (channa dal with ghiya/lauki),73.25,2.79,7.1,3.6,2.72,1.05,149.47,14.33,0.99,15.2,Veg,processed,0.2068,0.5263,0.2669,0.7541,0.0,3
washed urad dal (dhuli urad ki dal),61.32,2.51,5.84,2.98,1.53,0.32,142.21,10.24,0.72,0.99,Veg,processed,0.2215,0.5154,0.263,0.8149,0.0,3
washed moong dal (dhuli moong ki dal),50.0,2.68,5.91,1.68,1.17,0.12,150.64,8.48,0.64,0.04,Snacks,processed,0.261,0.5755,0.1636,1.5056,0.0,2
makki ki roti,263.97,3.49,24.19,16.85,5.19,0.7,236.22,14.76,1.11,1.99,Dessert,processed,0.0784,0.5432,0.3784,0.2059,2.0,0
paneer kaathi roll,285.94,6.92,20.1,19.55,2.4,3.29,221.03,101.66,1.42,18.67,Dessert,processed,0.1486,0.4316,0.4198,0.3522,2.0,0
onion tomato uttapam,462.02,1.91,11.32,45.3,1.26,0.8,143.53,5.82,0.36,4.78,Non-Veg,processed,0.0326,0.1934,0.774,0.0421,3.0,1
carrot and cabbage with coconut (nariyal ke saath pattagobhi aur gajar),106.61,1.82,4.99,8.62,4.52,2.36,219.6,48.63,0.84,41.01,Veg,processed,0.118,0.3234,0.5587,0.2087,1.0,3
cauliflower with coconut (nariyal ke saath phoolgobhi),132.11,2.64,3.99,11.56,5.27,1.71,286.06,35.37,1.33,51.79,Veg,processed,0.1451,0.2194,0.6355,0.2264,1.0,3
beans with coconut (nariyal aur sem/phali; beans thoran),131.63,2.62,4.39,11.39,5.59,2.06,271.65,51.92,1.34,6.03,Veg,processed,0.1424,0.2386,0.619,0.228,1.0,3
dry potato (sookhe aloo),103.15,1.62,14.38,4.18,1.88,0.33,199.99,17.2,0.83,23.23,Veg,processed,0.0803,0.7126,0.2071,0.3785,1.0,3
brinjal bhartha (baingan ka bhartha),65.12,1.38,4.4,4.48,3.27,1.82,132.15,17.85,0.48,24.05,Veg,processed,0.1345,0.4288,0.4366,0.3013,0.0,3
potato fenugreek (aloo methi),135.15,2.25,8.47,10.04,2.93,0.54,221.93,107.8,2.53,68.76,Veg,processed,0.1084,0.408,0.4836,0.2219,1.0,3
carrot and fenugreek leaves (gajar methi),61.92,2.1,4.17,3.81,4.43,2.11,262.91,128.83,2.72,51.83,Veg,processed,0.2083,0.4137,0.378,0.5371,0.0,3
cabbage and peas (pattagobhi aur matar),63.88,3.24,6.24,2.64,3.99,0.97,253.73,45.5,1.1,54.84,Veg,processed,0.2673,0.5149,0.2178,1.1825,0.0,3
potato capsicum (shimla mirch aloo),125.53,1.41,8.72,9.33,2.02,0.54,277.92,16.45,0.86,81.26,Veg,processed,0.0725,0.4481,0.4794,0.1495,1.0,3
potato cauliflower (aloo gobhi),106.18,1.9,5.99,8.13,3.02,0.44,254.76,22.87,1.07,61.11,Veg,processed,0.1186,0.3739,0.5075,0.2309,1.0,3
sprouted moong dal chat,32.47,1.35,6.01,0.32,1.35,1.57,87.07,16.54,0.88,38.78,Snacks,processed,0.1758,0.7826,0.0417,3.2143,0.0,2
khatta channa,202.57,6.3,21.14,10.56,5.26,4.75,513.32,40.77,1.94,20.89,Non-Veg,processed,0.1658,0.5563,0.2779,0.591,2.0,1
besan kadhi with pakodies,403.35,1.64,3.56,42.59,0.81,0.88,60.8,24.53,0.38,4.17,Non-Veg,processed,0.0343,0.0745,0.8912,0.0384,3.0,1
sambar,96.92,3.35,10.57,4.38,3.52,3.31,159.54,30.24,1.24,20.35,Veg,processed,0.1831,0.5776,0.2393,0.7478,0.0,3
kidney bean curry (rajmah curry),143.73,5.95,16.38,5.77,5.83,2.49,354.6,47.87,2.27,16.33,Veg,processed,0.2117,0.5829,0.2053,1.0136,1.0,3
soyabean curry,163.28,10.43,6.76,10.19,7.34,2.66,352.69,65.13,2.79,15.13,Non-Veg,processed,0.3809,0.2469,0.3722,1.0136,1.0,1
pea kofta curry (matar kofta curry),595.66,2.01,4.17,63.39,1.7,0.88,83.07,13.84,0.56,74.66,Non-Veg,processed,0.0289,0.0599,0.9112,0.0317,3.0,1
gravy for kofta,125.59,1.75,6.31,10.35,1.96,3.73,312.86,39.65,0.75,17.05,Veg,processed,0.0951,0.3427,0.5622,0.1675,1.0,3
lotus stem curry (kamal kakdi curry),110.34,1.53,9.24,7.25,3.14,2.09,217.05,26.59,1.71,40.01,Veg,processed,0.0849,0.5128,0.4023,0.2082,1.0,3
paneer curry,176.52,7.8,8.4,12.38,1.4,6.29,216.09,189.06,0.81,20.04,Non-Veg,processed,0.2729,0.2939,0.4332,0.625,1.0,1
pea vadi curry,101.95,4.64,8.9,5.08,4.28,1.92,149.51,23.62,1.2,77.64,Veg,processed,0.2492,0.478,0.2728,0.8958,1.0,3
pea curry (matar ki sabzi),102.99,4.51,9.2,5.11,4.44,1.98,154.75,24.48,1.2,77.64,Veg,processed,0.2396,0.4888,0.2715,0.8656,1.0,3
pea mushroom curry (matar mushroom),93.3,3.87,7.41,5.16,3.86,1.82,155.48,22.7,0.97,58.44,Veg,processed,0.2354,0.4507,0.3139,0.7357,0.0,3
pea paneer curry (matar paneer),134.83,6.61,9.29,7.75,3.3,3.89,157.34,105.2,1.08,58.44,Veg,processed,0.2795,0.3928,0.3277,0.842,1.0,3
pea potato curry (aloo matar),100.92,3.48,9.74,5.13,3.61,1.86,154.83,21.1,1.02,70.01,Veg,processed,0.1896,0.5308,0.2796,0.6654,1.0,3
stuffed tomatoes (bharwa tamatar),93.35,3.28,6.19,6.06,2.2,2.68,165.85,59.16,0.62,28.23,Veg,processed,0.2112,0.3986,0.3902,0.5325,0.0,3
stuffed brinjal (bharwa baingan),93.0,1.53,3.96,7.73,4.09,0.92,212.88,24.37,0.75,1.13,Veg,processed,0.1157,0.2995,0.5847,0.1954,0.0,3
stuffed capsicum (bharwa shimla mirch),90.94,1.34,8.26,5.7,2.01,1.21,173.94,15.17,0.61,74.25,Veg,processed,0.0876,0.5399,0.3725,0.231,0.0,3
stuffed round gourd (bharwa tinde),72.8,1.1,4.02,5.75,2.1,1.96,180.15,20.21,0.59,37.36,Veg,processed,0.1012,0.3698,0.529,0.188,0.0,3
stuffed okra (bharwa bhindi),94.34,2.08,3.85,7.66,4.15,0.48,210.03,86.89,1.18,22.65,Veg,processed,0.1531,0.2833,0.5636,0.268,0.0,3
raw papaya with coconut (papaya thoran),132.75,1.54,5.58,11.42,4.31,3.82,270.56,33.74,0.82,25.38,Veg,processed,0.0831,0.301,0.616,0.1337,1.0,3
raw turnip with coconut,132.15,1.8,5.78,11.47,2.79,4.4,275.55,50.65,0.82,21.65,Veg,processed,0.0945,0.3034,0.6021,0.1556,1.0,3
dum aloo,682.33,0.7,3.33,74.01,0.68,0.71,183.85,16.49,0.36,29.39,Non-Veg,processed,0.009,0.0427,0.9484,0.0094,3.0,1
baked brinjal in tomato sauce,38.63,1.58,4.13,1.62,2.34,2.2,79.66,26.24,0.32,68.38,Snacks,processed,0.2156,0.5634,0.221,0.9186,0.0,2
shepherd's pie (vegetarian),135.63,5.04,12.03,7.3,2.23,2.78,118.2,85.59,0.76,51.68,Veg,processed,0.2068,0.4936,0.2995,0.6811,1.0,3
baked potato with skin,135.77,3.43,11.11,8.5,1.2,1.66,354.5,90.06,0.5,11.88,Veg,processed,0.1489,0.4822,0.3689,0.3988,1.0,3
baked vegetables with spinach,77.79,3.22,6.93,4.03,2.33,2.09,122.85,78.63,1.16,78.95,Veg,processed,0.2271,0.4887,0.2842,0.7797,0.0,3
cauliflower musallam (phoolgobhi musallam),58.83,1.89,4.48,3.55,3.06,1.71,123.36,24.61,0.83,71.44,Veg,processed,0.1905,0.4516,0.3579,0.5178,0.0,3
baked vegetables,88.99,3.67,8.44,4.44,2.34,2.56,124.7,80.2,0.62,47.05,Veg,processed,0.2218,0.51,0.2683,0.8084,0.0,3
vegetarian egg kofta curry,627.41,1.33,4.26,67.24,0.64,1.19,95.89,28.39,0.39,35.58,Non-Veg,processed,0.0183,0.0585,0.9232,0.0198,3.0,1
spinach paneer kofta curry (palak paneer kofta curry),606.03,1.43,2.94,65.41,0.75,1.16,99.37,37.71,0.68,47.34,Non-Veg,processed,0.0205,0.0421,0.9374,0.0218,3.0,1
ghiya/lauki kofta curry,638.71,0.89,2.71,69.4,0.83,0.82,91.43,11.64,0.33,21.87,Non-Veg,processed,0.0122,0.0371,0.9507,0.0128,3.0,1
cabbage kofta curry (pattagobhi kofta curry),639.81,0.98,2.87,69.4,0.9,0.89,92.85,15.46,0.34,43.56,Non-Veg,processed,0.0134,0.0392,0.9474,0.0141,3.0,1
cauliflower kofta curry (phoolgobhi kofta curry),641.1,1.04,2.62,69.62,1.0,0.83,93.65,12.26,0.4,53.98,Non-Veg,processed,0.0142,0.0358,0.9501,0.0149,3.0,1
raw banana kofta curry (kela kofta curry),627.27,0.62,3.4,67.98,0.59,2.3,88.4,9.23,0.28,23.63,Non-Veg,processed,0.0086,0.0472,0.9442,0.0091,3.0,1
lotus stem kofta curry (kamal kakdi kofta curry),633.56,0.96,5.01,67.76,1.01,0.88,108.61,19.31,0.65,38.6,Non-Veg,processed,0.013,0.068,0.919,0.0141,3.0,1
paneer kofta curry,670.91,2.39,3.27,72.06,0.4,1.98,121.72,59.49,0.34,17.06,Non-Veg,processed,0.0308,0.0421,0.9272,0.0331,3.0,1
spinach kofta curry (palak kofta curry),571.78,1.09,3.56,61.49,0.92,0.82,104.51,29.31,0.83,64.05,Non-Veg,processed,0.0165,0.0538,0.9297,0.0177,3.0,1
keema kofta curry,154.45,9.77,5.64,10.39,1.51,2.14,311.51,49.89,1.25,2.43,Non-Veg,processed,0.3787,0.2186,0.4027,0.9314,1.0,1
pea keema curry (matar keema ki sabzi),133.0,8.43,6.24,8.14,2.96,1.82,148.38,35.6,1.35,55.62,Veg,processed,0.3696,0.2736,0.3569,1.0231,1.0,3
spinach mutton (palak mutton),80.32,5.74,3.45,4.71,2.23,1.42,121.1,96.88,2.38,88.11,Veg,processed,0.4129,0.2482,0.3388,1.1933,0.0,3
roghan josh,139.59,9.56,4.93,9.02,2.08,2.66,204.31,112.33,1.77,12.41,Veg,processed,0.4066,0.2097,0.3837,1.0482,1.0,3
kadhai paneer,107.99,4.33,7.34,6.81,2.07,5.54,144.33,91.53,0.65,85.83,Veg,processed,0.2343,0.3972,0.3685,0.6266,1.0,3
paneer makhana korma,775.82,3.24,4.63,82.76,0.21,1.84,77.01,72.89,0.55,0.64,Non-Veg,processed,0.0357,0.0511,0.9132,0.0391,3.0,1
chilli paneer,777.51,2.1,3.31,84.01,0.5,1.5,89.04,42.9,0.36,4.87,Non-Veg,processed,0.0235,0.037,0.9395,0.025,3.0,1
methi malai paneer,194.98,7.34,8.15,14.76,1.47,6.0,221.16,183.96,0.77,13.6,Non-Veg,processed,0.2426,0.2694,0.4879,0.4939,1.0,1
paneer in butter sauce,145.61,6.99,9.7,8.81,1.5,7.49,151.45,170.59,0.85,18.02,Veg,processed,0.2741,0.3804,0.3455,0.7845,1.0,3
al yakhani,147.54,2.86,4.65,13.14,1.27,3.56,206.24,103.88,0.46,5.41,Veg,processed,0.1385,0.2252,0.6363,0.216,1.0,3
jackfruit sabzi (kathal ki sabzi),625.4,0.69,3.4,67.6,1.02,2.59,58.95,9.85,0.27,14.11,Non-Veg,processed,0.0096,0.0474,0.9429,0.0102,3.0,1
sarson ka saag,87.84,3.0,5.33,5.86,3.69,0.75,165.45,134.41,2.43,59.58,Veg,processed,0.2114,0.3756,0.413,0.5034,0.0,3
methi chaman,475.62,1.54,2.78,50.91,0.53,1.79,54.94,60.57,0.63,63.26,Non-Veg,processed,0.0279,0.0503,0.9218,0.0302,3.0,1
spinach paneer (palak paneer),77.68,4.03,4.43,4.76,1.91,2.55,166.87,113.25,1.85,60.21,Veg,processed,0.3048,0.3351,0.3601,0.8292,0.0,3
fried fish (indian style) (tali hui machli),658.54,4.35,5.4,68.88,0.61,0.4,156.94,11.11,0.56,7.22,Non-Veg,processed,0.0553,0.0687,0.876,0.0631,3.0,1
fish curry (machli curry),111.13,8.76,3.77,6.69,1.89,2.02,184.71,52.06,1.09,22.48,Veg,processed,0.4558,0.1961,0.3481,1.2901,1.0,3
fried chicken with tomato sauce (fried chicken tamatar ki chutney kay saath),125.03,11.48,2.51,7.61,1.13,1.16,107.56,16.09,0.64,10.78,Veg,processed,0.5315,0.1162,0.3523,1.489,1.0,3
chilli chicken,198.83,9.57,2.86,16.56,0.99,0.93,223.75,12.97,0.66,55.19,Non-Veg,processed,0.3301,0.0987,0.5712,0.5744,1.0,1
chicken kebab,729.41,3.71,1.11,78.89,0.21,0.24,69.76,3.46,0.28,0.41,Non-Veg,processed,0.0443,0.0133,0.9424,0.047,3.0,1
butter chicken,137.0,10.92,3.74,8.7,1.32,2.37,26.21,25.28,0.92,32.65,Veg,processed,0.4675,0.1601,0.3724,1.2409,1.0,3
tandoori chicken,145.2,16.26,2.34,7.93,0.5,1.58,158.0,44.33,0.9,39.53,Veg,processed,0.6129,0.0882,0.2989,2.0249,1.0,3
chicken curry,129.22,11.79,3.38,7.57,1.41,1.79,108.0,27.29,0.87,16.79,Veg,processed,0.5185,0.1486,0.3329,1.5372,1.0,3
shepherd's pie (with minced meat),142.78,7.45,8.06,8.88,1.05,1.7,197.25,21.3,0.84,19.35,Veg,processed,0.3055,0.3305,0.3641,0.8296,1.0,3
scotch egg,676.89,4.05,1.91,72.62,0.36,0.3,90.67,15.03,0.6,2.59,Non-Veg,processed,0.0515,0.0243,0.9242,0.0557,3.0,1
shammi kebab,685.69,4.52,3.54,72.61,1.05,0.31,54.27,13.11,0.75,1.64,Non-Veg,processed,0.056,0.0439,0.9001,0.0622,3.0,1
mutton chops,663.64,4.03,1.48,71.31,0.17,0.42,51.03,36.18,0.64,3.75,Non-Veg,processed,0.0525,0.0193,0.9283,0.0564,3.0,1
mutton do piaza,183.3,9.39,4.14,14.41,1.93,2.9,118.62,118.61,1.63,7.42,Non-Veg,processed,0.3361,0.1482,0.5157,0.6471,1.0,1
chicken yakhni,99.0,10.66,0.78,6.1,0.62,0.12,97.38,28.24,0.93,0.09,Veg,processed,0.6078,0.0445,0.3478,1.7194,0.0,3
mutton yakhni,104.13,8.27,0.84,7.7,0.67,0.13,101.02,88.61,1.66,0.09,Veg,processed,0.492,0.05,0.4581,1.0603,1.0,3
kashmiri mutton koftas (gushtaba),97.42,6.33,3.04,6.77,0.62,2.13,130.11,52.53,0.85,3.22,Veg,processed,0.3922,0.1884,0.4195,0.9214,0.0,3
waldroff salad,141.75,1.47,11.02,10.05,1.87,8.23,13.42,29.29,1.07,21.43,Veg,processed,0.0652,0.4889,0.4459,0.1448,1.0,3
potato salad (aloo ka salaad),89.91,1.4,11.19,4.4,1.32,3.94,125.01,25.61,0.99,58.78,Veg,processed,0.0824,0.6586,0.259,0.3111,0.0,3
mixed vegetable salad with curd sauce,60.28,4.23,7.03,1.5,3.79,2.16,116.66,65.51,1.35,37.73,Veg,processed,0.3315,0.5509,0.1176,2.6438,0.0,3
tossed salad,62.96,1.02,4.95,4.22,2.15,1.56,77.5,32.37,0.86,85.7,Veg,processed,0.1001,0.4858,0.4141,0.2361,0.0,3
sprouted moong salad,37.81,2.29,5.48,0.74,0.95,2.13,116.38,54.56,1.45,27.84,Snacks,processed,0.2691,0.6439,0.087,2.7262,0.0,2
mixed pulse and vegetable salad,83.12,4.74,13.96,0.84,2.96,1.36,127.78,51.63,2.13,23.82,Veg,processed,0.2426,0.7144,0.043,5.0426,0.0,3
hawain salad,175.23,4.27,14.35,11.37,3.93,5.24,64.92,61.03,1.12,51.75,Non-Veg,processed,0.1424,0.4785,0.3791,0.3723,1.0,1
deviled egg,98.56,4.97,2.23,7.72,1.15,0.82,117.29,36.84,1.51,18.42,Veg,processed,0.3331,0.1495,0.5174,0.6355,0.0,3
pasta salad,190.36,4.15,12.7,13.92,0.96,2.6,152.31,66.74,0.81,38.78,Non-Veg,processed,0.1349,0.4127,0.4524,0.296,1.0,1
russian salad,114.83,4.26,6.5,7.84,2.57,1.66,101.09,34.92,1.23,49.56,Veg,processed,0.229,0.3495,0.4215,0.5365,1.0,3
"paneer, apple and pineapple salad",95.08,3.88,8.35,5.07,1.65,6.36,176.63,103.05,0.84,25.3,Veg,processed,0.2243,0.4827,0.2931,0.7505,0.0,3
tandoori fish,95.98,11.19,2.37,4.64,0.58,1.6,123.94,37.27,0.46,19.66,Veg,processed,0.6148,0.1302,0.2549,2.3608,0.0,3
fish tikka,117.33,16.0,3.91,4.15,1.18,1.18,503.44,31.98,1.41,0.9,Veg,processed,0.665,0.1625,0.1725,3.7647,1.0,3
baked fish with cheese sauce,113.96,8.64,4.06,7.02,0.08,3.22,209.48,115.64,0.26,9.97,Veg,processed,0.4381,0.2059,0.356,1.2135,1.0,3
tomato fish,489.79,2.39,3.18,51.91,0.72,1.35,91.47,6.46,0.24,75.09,Non-Veg,processed,0.0416,0.0553,0.9031,0.046,3.0,1
fried fish and chips (english style) (tali hui machli aur chips),651.75,3.36,2.77,69.69,0.29,0.17,72.73,6.56,0.26,22.16,Non-Veg,processed,0.0443,0.0365,0.9192,0.0481,3.0,1
rice kheer (chawal ki kheer),75.03,2.3,10.05,2.97,0.17,8.02,16.24,75.57,0.17,5.06,Veg,processed,0.1501,0.656,0.1939,0.7492,0.0,3
saunth/sonth chutney with tamarind/imli,141.53,1.01,33.55,0.15,0.93,31.31,244.38,54.74,2.71,0.09,Veg,processed,0.0291,0.9666,0.0043,4.04,1.0,3
gunjia,667.34,2.98,5.68,70.28,1.13,2.05,77.9,48.16,0.5,0.51,Non-Veg,processed,0.0378,0.072,0.8903,0.0423,3.0,1
dahi vadas/dahi bhalla,667.73,2.96,5.49,70.4,0.97,1.78,79.0,49.03,0.49,0.57,Non-Veg,processed,0.0375,0.0696,0.8928,0.042,3.0,1
sweet raita (meetha raita),99.24,3.24,17.93,1.78,1.02,15.36,42.98,108.91,0.21,5.2,Veg,processed,0.1412,0.7813,0.0776,1.7234,0.0,3
boondi raita,687.72,2.19,3.96,73.83,0.46,1.88,99.18,49.0,0.24,0.77,Non-Veg,processed,0.0274,0.0495,0.9231,0.0296,3.0,1
potato raita (aloo ka raita),75.38,4.22,10.24,2.04,0.75,5.08,183.37,132.31,0.34,15.33,Veg,processed,0.2558,0.6206,0.1236,1.972,0.0,3
mint raita (pudinay ka raita),77.59,5.64,7.65,2.96,0.34,7.48,274.38,198.22,0.37,2.94,Veg,processed,0.3471,0.4708,0.1822,1.8431,0.0,3
carrot and spinach raita (gajar aur palak ka raita),56.83,4.0,5.83,1.99,1.39,4.93,180.79,142.57,1.04,19.29,Veg,processed,0.3384,0.4932,0.1684,1.9139,0.0,3
cucumber raita (kheere ka raita),59.13,4.04,6.35,2.08,0.86,5.22,189.96,138.58,0.29,5.65,Veg,processed,0.324,0.5092,0.1668,1.8532,0.0,3
bottle gourd raita (ghiya/lauki ka raita),56.31,3.98,5.76,2.07,0.85,5.25,188.37,138.26,0.23,4.76,Veg,processed,0.337,0.4877,0.1753,1.8341,0.0,3
sprouted moong raita,60.89,4.62,6.13,2.19,0.16,5.59,189.2,139.44,0.86,3.59,Veg,processed,0.357,0.4737,0.1692,2.0175,0.0,3
peanut raita (mungfali ka raita),150.39,8.59,9.3,8.98,1.89,7.11,235.83,174.6,0.74,2.59,Non-Veg,processed,0.3197,0.3461,0.3342,0.946,1.0,1
tomato onion raita (tamatar aur pyaaz ka raita),59.0,3.74,7.08,1.84,0.97,5.98,165.21,120.62,0.26,15.04,Veg,processed,0.2954,0.5592,0.1453,1.9278,0.0,3
fruit salad (phalon ka salaad),78.14,0.91,15.96,1.22,1.58,9.78,7.11,25.93,0.81,52.45,Veg,processed,0.0503,0.8823,0.0674,0.6894,0.0,3
coleslaw,76.71,1.24,5.59,5.32,2.34,3.62,29.87,37.0,0.63,22.99,Veg,processed,0.1021,0.4601,0.4379,0.2288,0.0,3
moong dal halwa,349.8,8.35,40.23,17.68,2.65,25.59,11.19,110.4,1.51,0.03,Dessert,processed,0.126,0.6072,0.2668,0.4696,2.0,0
pumpkin halwa (kaddu ka halwa),190.27,1.33,27.6,8.81,2.97,26.64,8.09,24.34,0.63,8.08,Non-Veg,processed,0.0352,0.7313,0.2334,0.1493,1.0,1
potato halwa (aloo ka halwa),151.66,1.53,29.18,3.48,1.64,17.42,4.23,14.15,0.63,28.98,Non-Veg,processed,0.0447,0.8535,0.1018,0.4274,1.0,1
egg halwa (ande ka halwa),299.74,7.85,39.59,13.41,0.49,37.85,83.04,35.77,1.45,0.0,Dessert,processed,0.129,0.6506,0.2204,0.5811,2.0,0
carrot halwa (gajar ka halwa),172.64,3.11,18.53,9.73,2.65,16.85,39.96,106.94,0.76,6.53,Non-Veg,processed,0.0991,0.5907,0.3102,0.3164,1.0,1
shahi suji halwa,382.34,3.48,44.44,21.73,2.96,27.21,2.18,18.64,0.98,0.02,Dessert,processed,0.05,0.638,0.312,0.1594,3.0,0
semolina halwa (suji ka halwa),225.65,2.16,24.67,13.38,1.86,13.98,1.28,11.77,0.65,0.05,Non-Veg,processed,0.0537,0.6135,0.3328,0.1602,2.0,1
phirni,116.12,3.49,16.11,4.34,0.36,10.79,22.47,104.57,0.23,5.04,Veg,processed,0.1458,0.6729,0.1813,0.786,1.0,3
moong dal kheer,77.16,2.95,9.89,2.97,0.4,7.92,16.34,75.66,0.28,5.06,Veg,processed,0.1866,0.6256,0.1879,0.9609,0.0,3
cauliflower kheer (phoolgobhi ki kheer),81.95,3.04,8.78,3.95,0.55,8.49,25.19,101.75,0.3,23.92,Veg,processed,0.1928,0.5568,0.2505,0.7506,0.0,3
carrot kheer (gajar ki kheer),85.35,2.81,10.09,3.85,0.73,9.63,28.54,100.12,0.28,6.54,Veg,processed,0.1678,0.6024,0.2299,0.7114,0.0,3
cabbage kheer (pattagobhi ki kheer),83.51,2.87,9.73,3.8,0.51,9.28,22.67,102.74,0.24,17.36,Veg,processed,0.175,0.5933,0.2317,0.7359,0.0,3
paneer kheer,105.31,4.53,10.03,5.37,0.07,9.87,23.81,144.66,0.26,5.06,Veg,processed,0.2273,0.5033,0.2694,0.8282,1.0,3
semolina kheer (suji/rava kheer),113.21,3.43,15.88,4.2,0.51,12.88,22.66,105.99,0.34,4.06,Veg,processed,0.1459,0.6755,0.1786,0.7977,1.0,3
vermicelli kheer (semiya/seviyan ki kheer),120.07,3.35,15.87,5.0,0.5,12.79,22.52,104.8,0.3,4.06,Veg,processed,0.1383,0.6552,0.2064,0.6569,1.0,3
makhana kheer,107.85,3.31,12.88,5.0,0.11,11.54,23.4,111.64,0.28,5.06,Veg,processed,0.1562,0.6078,0.236,0.649,1.0,3
orange and pineapple cream,101.18,1.44,11.96,5.43,1.03,11.37,10.17,35.0,0.41,19.89,Veg,processed,0.0765,0.6352,0.2884,0.2604,1.0,3
mango mousse,124.98,3.21,9.14,8.47,0.88,8.89,19.62,51.38,0.35,42.76,Veg,processed,0.1542,0.439,0.4068,0.3746,1.0,3
rich chocolate mousse,188.26,7.96,10.84,12.19,0.0,10.3,51.71,54.59,0.97,0.7,Non-Veg,processed,0.2569,0.3498,0.3934,0.6477,1.0,1
apple mousse,106.92,4.21,12.77,4.27,1.6,10.56,28.79,33.76,0.48,14.48,Veg,processed,0.1981,0.6009,0.2009,0.9634,1.0,3
pineapple souffle,196.14,8.06,15.52,11.72,0.0,13.45,59.17,67.23,0.61,1.0,Non-Veg,processed,0.2283,0.4397,0.332,0.6819,1.0,1
chocolate souffle,189.32,7.88,14.74,11.36,0.0,12.69,56.07,71.55,0.71,1.3,Non-Veg,processed,0.2319,0.4338,0.3343,0.6876,1.0,1
vanilla souffle,187.85,7.71,14.78,11.19,0.0,12.86,56.73,70.6,0.58,1.3,Non-Veg,processed,0.2289,0.4388,0.3322,0.6829,1.0,1
orange souffle,168.28,6.8,14.2,9.73,0.22,12.31,49.22,59.04,0.65,19.16,Non-Veg,processed,0.2213,0.4621,0.3166,0.6918,1.0,1
lemon souffle,168.51,6.95,13.43,10.02,0.0,11.67,50.73,59.81,0.56,12.9,Non-Veg,processed,0.2286,0.4418,0.3296,0.6868,1.0,1
caramel ice cream,173.52,4.31,14.81,11.15,0.08,14.52,33.47,87.32,0.35,3.27,Non-Veg,processed,0.1424,0.4893,0.3684,0.3831,1.0,1
fruit ice cream (phalon ka ice cream),171.46,4.37,16.05,10.38,0.33,14.03,38.78,93.35,0.36,4.02,Non-Veg,processed,0.1419,0.5211,0.337,0.417,1.0,1
mango ice cream,125.69,3.4,11.14,7.62,0.52,11.01,29.13,67.17,0.39,44.98,Veg,processed,0.1534,0.5027,0.3439,0.4404,1.0,3
chocolate ice cream,177.7,4.47,15.41,11.25,0.0,15.33,36.79,84.24,0.47,4.06,Non-Veg,processed,0.1436,0.495,0.3614,0.3938,1.0,1
soft custard (stirred),109.18,5.01,11.19,5.07,0.0,11.15,122.17,95.82,0.49,3.62,Veg,processed,0.2355,0.5261,0.2384,0.9691,1.0,3
baked custard,106.53,5.41,9.45,5.3,0.0,9.42,47.13,95.32,0.54,3.02,Veg,processed,0.2684,0.4687,0.2629,1.0019,1.0,3
caramel custard (steamed),121.58,4.97,15.02,4.87,0.0,14.98,43.57,88.12,0.51,3.02,Veg,processed,0.1999,0.6042,0.1959,1.0,1.0,3
hot chocolate souffle,226.09,6.7,26.21,11.1,0.12,22.88,54.11,60.19,1.08,0.9,Non-Veg,processed,0.1522,0.5955,0.2522,0.5982,2.0,1
