food_name,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron,vitamin_c,category,source,protein_ratio,carb_ratio,fat_ratio,protein_fat_ratio,calorie_class,category_encoded
moong dal halwa,349.8,8.35,40.23,17.68,2.65,25.59,11.19,110.4,1.51,0.03,Dessert,processed,0.126,0.6072,0.2668,0.4696,2.0,0
apple oats chia seed smoothie,85.64,3.49,13.07,2.48,1.44,5.76,32.02,88.89,0.5,5.39,Veg,processed,0.1833,0.6864,0.1303,1.3527,0.0,3
gram flour chilla/cheela (besan chilla/cheela),135.93,7.8,21.03,2.85,4.25,1.87,135.57,28.38,2.19,1.73,Veg,processed,0.2462,0.6638,0.09,2.6441,1.0,3
sour lentils (khatti dal),34.79,2.22,6.04,0.12,1.22,1.25,115.6,8.29,0.85,1.88,Snacks,processed,0.2649,0.7208,0.0143,10.0909,0.0,2
potato bonda (aloo bonda),632.84,1.09,4.53,67.8,0.83,0.27,132.53,6.79,0.37,8.96,Non-Veg,processed,0.0148,0.0617,0.9235,0.0161,3.0,1
"cauliflower, pea and potato bhujia (phoolgobhi, matar aur aloo bhujia)",95.67,2.75,8.23,5.54,3.26,1.47,86.29,21.05,0.98,53.51,Veg,processed,0.1665,0.4982,0.3354,0.4876,0.0,3
mashed banana with milk,95.43,2.51,14.62,2.99,0.71,11.35,16.99,78.64,0.23,6.0,Veg,processed,0.1248,0.7266,0.1486,0.8123,0.0,3
meen curry,190.0,23.0,5.0,9.0,1.0,1.0,680.0,55.0,28.0,20.0,Non-Veg,sheet1,0.6216,0.1351,0.2432,2.5275,1.0,1
rice flakes (chiwda/aval),112.44,3.62,15.57,3.99,0.37,7.28,22.4,103.15,0.62,4.82,Veg,processed,0.1562,0.6717,0.1721,0.8851,1.0,3
basundi,260.0,10.0,28.0,14.0,0.0,25.0,140.0,180.0,6.0,1.0,Dessert,sheet1,0.1923,0.5385,0.2692,0.7092,2.0,0
pakora,240.0,8.0,22.0,18.0,4.0,2.0,550.0,35.0,18.0,20.0,Snacks,sheet1,0.1667,0.4583,0.375,0.442,2.0,2
scrambled egg (ande ki bhurji),155.97,10.29,1.35,12.21,0.24,1.08,374.66,64.59,1.42,0.3,Non-Veg,processed,0.4314,0.0566,0.5119,0.8359,1.0,1
russian salad,114.83,4.26,6.5,7.84,2.57,1.66,101.09,34.92,1.23,49.56,Veg,processed,0.229,0.3495,0.4215,0.5365,1.0,3
sweet corn soup,32.25,0.99,3.56,1.63,0.31,0.9,22.35,3.72,0.41,10.33,Snacks,processed,0.1602,0.5761,0.2638,0.5723,0.0,2
gram flour poori (besan poori),697.66,2.59,10.93,71.51,1.94,0.35,58.33,7.09,0.71,0.0,Non-Veg,processed,0.0305,0.1285,0.841,0.0362,3.0,1
arhar with spinach (arhar dal aur palak),52.84,2.05,4.77,2.76,1.3,0.23,109.97,21.81,0.89,18.79,Veg,processed,0.214,0.4979,0.2881,0.7168,0.0,3
sesame biscuit (til ke biscuit),424.03,8.27,53.65,19.34,6.83,29.73,182.26,298.06,5.73,0.0,Non-Veg,processed,0.1018,0.6602,0.238,0.4254,3.0,1
cream of tomato soup,97.81,4.61,3.93,13.12,1.38,1.81,4461.22,39.61,0.95,53.23,Veg,processed,0.2128,0.1814,0.6057,0.3487,0.0,3
bread sauce,111.04,3.46,8.69,7.05,0.56,4.63,88.84,110.72,0.31,6.0,Veg,processed,0.1802,0.4526,0.3672,0.4839,1.0,3
chocolate glace icing,436.29,3.22,62.43,20.8,0.0,59.88,8.66,26.75,2.04,0.0,Non-Veg,processed,0.0372,0.7222,0.2406,0.1541,3.0,1
carrot and fenugreek leaves (gajar methi),61.92,2.1,4.17,3.81,4.43,2.11,262.91,128.83,2.72,51.83,Veg,processed,0.2083,0.4137,0.378,0.5371,0.0,3
hazelnut cookies,493.32,6.25,39.44,34.97,2.45,22.01,81.06,47.43,1.29,0.0,Non-Veg,processed,0.0775,0.489,0.4335,0.1782,3.0,1
murmura chikki,253.82,2.12,59.59,0.32,0.37,48.27,15.03,63.3,3.3,0.0,Dessert,processed,0.0342,0.9607,0.0052,5.0476,2.0,0
mysore pak,400.0,6.0,50.0,24.0,1.44,3.0,116.38,40.11,0.9,6.0,Dessert,nutrition_dataset,0.075,0.625,0.3,0.249,3.0,0
kolambi bhaat,220.0,18.0,28.0,8.0,2.0,2.0,520.0,35.0,15.0,8.0,Non-Veg,sheet1,0.3333,0.5185,0.1481,2.2222,2.0,1
mixed vegetable salad with curd sauce,60.28,4.23,7.03,1.5,3.79,2.16,116.66,65.51,1.35,37.73,Veg,processed,0.3315,0.5509,0.1176,2.6438,0.0,3
pomegranate raita (anaar ka raita),72.64,4.05,7.15,3.24,0.6,7.01,195.18,138.31,0.25,4.6,Veg,processed,0.2805,0.4952,0.2244,1.2126,0.0,3
christmas star biscuit,392.03,3.54,74.54,10.04,1.47,53.05,76.09,22.75,0.96,0.01,Dessert,processed,0.0402,0.8459,0.1139,0.3491,3.0,0
potato parantha/paratha (aloo ka parantha/paratha),205.04,3.7,23.92,10.22,4.18,1.15,127.2,17.38,1.52,7.98,Non-Veg,processed,0.0978,0.6321,0.2701,0.3585,2.0,1
green chilli sauce,46.06,1.25,7.36,0.27,1.77,5.36,1037.04,9.89,0.64,6.0,Snacks,processed,0.1408,0.8288,0.0304,3.3784,0.0,2
chicken manchurian,280.0,25.0,14.0,18.0,3.0,10.0,820.0,42.0,22.0,35.0,Non-Veg,sheet1,0.4386,0.2456,0.3158,1.3812,2.0,1
ham and bean soup,96.04,10.61,4.18,4.15,0.54,1.43,378.14,20.52,0.88,22.31,Veg,processed,0.5602,0.2207,0.2191,2.4965,0.0,3
paneer patties,338.58,7.6,22.79,23.96,1.18,4.04,158.44,129.9,0.79,3.3,Dessert,processed,0.1398,0.4193,0.4408,0.3159,2.0,0
kozhi curry,250.0,28.0,3.0,14.0,0.0,1.0,590.0,42.0,20.0,15.0,Non-Veg,sheet1,0.6222,0.0667,0.3111,1.9858,2.0,1
gingo,48.02,0.14,12.42,0.06,0.17,12.08,21.5,6.33,0.21,8.39,Snacks,processed,0.0111,0.9842,0.0048,0.875,0.0,2
sunflower cookies,520.62,9.49,40.06,36.28,3.95,24.28,181.68,70.45,2.21,0.0,Non-Veg,processed,0.1106,0.4667,0.4227,0.2609,3.0,1
tamarind chutney (chintapandu pachadi/puli chutney),109.15,0.88,25.07,0.48,1.65,22.85,75.61,40.3,1.95,0.03,Veg,processed,0.0333,0.9485,0.0182,1.5172,1.0,3
pav bhaji masala,230.47,9.13,29.15,10.96,24.3,1.48,1814.66,588.91,12.84,0.06,Non-Veg,processed,0.1854,0.592,0.2226,0.8255,2.0,1
baked custard,106.53,5.41,9.45,5.3,0.0,9.42,47.13,95.32,0.54,3.02,Veg,processed,0.2684,0.4687,0.2629,1.0019,1.0,3
tandoori fish,95.98,11.19,2.37,4.64,0.58,1.6,123.94,37.27,0.46,19.66,Veg,processed,0.6148,0.1302,0.2549,2.3608,0.0,3
chocochip ice cream,241.45,4.23,16.75,17.93,0.0,16.08,34.84,73.22,0.51,2.13,Non-Veg,processed,0.1087,0.4305,0.4608,0.2346,2.0,1
sweet open sandwich,244.25,4.99,39.24,8.15,2.36,12.23,205.27,85.18,1.15,1.65,Non-Veg,processed,0.0953,0.7491,0.1556,0.6048,2.0,1
kheer,220.0,6.0,30.0,12.0,1.0,20.0,180.0,120.0,8.0,2.0,Dessert,sheet1,0.125,0.625,0.25,0.4959,2.0,0
chocolate pastry,243.37,7.05,32.24,10.12,0.32,22.34,46.54,50.7,1.44,0.25,Non-Veg,processed,0.1427,0.6525,0.2048,0.6898,2.0,1
queen of pudding,132.92,5.51,16.35,5.38,0.27,11.77,85.59,78.26,0.53,8.11,Veg,processed,0.2023,0.6002,0.1975,1.0055,1.0,3
dahi vadas/dahi bhalla,667.73,2.96,5.49,70.4,0.97,1.78,79.0,49.03,0.49,0.57,Non-Veg,processed,0.0375,0.0696,0.8928,0.042,3.0,1
modak,280.0,6.0,38.0,14.0,3.0,22.0,160.0,35.0,8.0,5.0,Dessert,sheet1,0.1034,0.6552,0.2414,0.4255,2.0,0
methi chaman,475.62,1.54,2.78,50.91,0.53,1.79,54.94,60.57,0.63,63.26,Non-Veg,processed,0.0279,0.0503,0.9218,0.0302,3.0,1
malai kofta,240.0,8.0,20.0,18.0,4.0,8.0,520.0,55.0,12.0,15.0,Veg,sheet1,0.1739,0.4348,0.3913,0.442,2.0,3
potato raita (aloo ka raita),75.38,4.22,10.24,2.04,0.75,5.08,183.37,132.31,0.34,15.33,Veg,processed,0.2558,0.6206,0.1236,1.972,0.0,3
mixed dal,61.93,2.51,5.79,3.1,1.62,0.34,141.36,11.0,0.78,1.1,Veg,processed,0.2202,0.5079,0.2719,0.7844,0.0,3
green gram whole with baghar (sabut moong dal with tadka),63.43,3.23,6.8,2.48,3.02,0.15,181.69,25.04,1.0,0.48,Veg,processed,0.2582,0.5436,0.1982,1.2519,0.0,3
spinach chickpeas cutlet (palak channa dal cutlet),688.03,1.44,4.93,73.6,0.93,0.16,79.13,11.3,0.57,16.18,Non-Veg,processed,0.018,0.0616,0.9203,0.0195,3.0,1
rasam with lemon (nimmakaya rasam/nimmakaya charu/elumichai rasam/nimbe hannina saaru),24.41,1.11,2.85,0.87,1.54,0.44,102.77,15.56,0.52,19.71,Snacks,processed,0.2298,0.5901,0.1801,1.1443,0.0,2
sarson ka saag,87.84,3.0,5.33,5.86,3.69,0.75,165.45,134.41,2.43,59.58,Veg,processed,0.2114,0.3756,0.413,0.5034,0.0,3
crispy okra/crispy lady's fingers (karare bhindi),657.76,1.91,4.35,70.4,1.75,0.26,40.42,27.61,0.56,18.14,Non-Veg,processed,0.0249,0.0567,0.9183,0.0271,3.0,1
peach melba ice cream,200.85,2.06,16.31,14.51,0.06,13.35,17.92,60.55,0.11,2.99,Non-Veg,processed,0.0627,0.496,0.4413,0.141,2.0,1
chicken pakora/pakoda,590.09,6.03,4.55,60.98,0.96,0.22,103.23,9.08,0.51,0.14,Non-Veg,processed,0.0843,0.0636,0.8522,0.0987,3.0,1
undhiyu,160.0,5.0,20.0,8.0,6.0,8.0,320.0,35.0,15.0,25.0,Veg,sheet1,0.1515,0.6061,0.2424,0.6173,1.0,3
sprouted moong dal chat,32.47,1.35,6.01,0.32,1.35,1.57,87.07,16.54,0.88,38.78,Snacks,processed,0.1758,0.7826,0.0417,3.2143,0.0,2
mint tomato chutney (pudinay aur tamatar ki chutney),43.65,1.53,8.22,0.36,2.63,5.48,183.98,47.59,2.06,4.07,Snacks,processed,0.1513,0.8131,0.0356,3.3261,0.0,2
instant dhokla,207.11,7.66,24.11,9.37,3.57,6.86,763.98,66.58,1.05,2.7,Non-Veg,processed,0.1862,0.586,0.2278,0.8089,2.0,1
cabbage and peas (pattagobhi aur matar),63.88,3.24,6.24,2.64,3.99,0.97,253.73,45.5,1.1,54.84,Veg,processed,0.2673,0.5149,0.2178,1.1825,0.0,3
carrot cake (gajar ka cake),255.59,5.6,35.98,10.27,2.93,23.96,158.74,156.1,1.03,3.12,Dessert,processed,0.108,0.6939,0.1981,0.54,2.0,0
wheat flour and nuts ladoos (atta nuts ladoos),391.9,9.46,44.31,19.19,7.3,15.94,8.07,127.29,4.01,0.0,Dessert,processed,0.1297,0.6073,0.263,0.4904,3.0,0
gun powder chutney,312.34,21.55,47.65,2.67,13.95,1.16,195.67,68.87,5.14,0.02,Dessert,processed,0.2998,0.663,0.0372,7.7798,2.0,0
lentil soup,31.17,9.65,3.94,11.68,2.57,1.06,10418.84,40.57,2.26,17.9,Snacks,processed,0.3819,0.1559,0.4622,0.8192,0.0,2
tomato aspic,50.37,6.87,5.02,0.26,1.58,3.21,98.17,44.28,1.18,35.87,Veg,processed,0.5654,0.4132,0.0214,19.0833,0.0,3
paneer tikka,260.0,18.0,6.0,20.0,2.0,3.0,480.0,180.0,15.0,12.0,Veg,sheet1,0.4091,0.1364,0.4545,0.8955,2.0,3
butter naan,350.0,7.0,50.0,12.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1014,0.7246,0.1739,0.5785,2.0,3
carrot kheer (gajar ki kheer),85.35,2.81,10.09,3.85,0.73,9.63,28.54,100.12,0.28,6.54,Veg,processed,0.1678,0.6024,0.2299,0.7114,0.0,3
semolina burfi (suji/rava burfi),348.67,3.47,47.1,16.86,2.8,28.67,8.33,14.86,1.01,0.0,Dessert,processed,0.0515,0.6985,0.25,0.2046,2.0,0
cumin seeds baghar (jeera baghar/tadka),736.81,3.34,5.22,78.77,6.01,0.49,177.58,177.77,5.09,6.0,Non-Veg,processed,0.0382,0.0598,0.902,0.0423,3.0,1
sattu drink,23.38,0.56,5.16,0.14,0.4,3.96,12.65,1.59,0.17,0.0,Snacks,processed,0.0956,0.8805,0.0239,2.3333,0.0,2
spinach mushroom scrambled egg (palak mushroom bhurji),158.85,13.28,0.59,11.51,0.39,0.1,227.97,140.31,1.6,2.27,Non-Veg,processed,0.5232,0.0232,0.4535,1.1438,1.0,1
white sauce (thick),209.69,3.43,10.24,17.19,0.24,3.9,20.45,92.74,0.27,6.0,Non-Veg,processed,0.1111,0.3318,0.557,0.1984,2.0,1
paneer pulao,581.91,1.98,8.76,59.81,0.62,1.11,72.28,33.09,0.26,3.42,Non-Veg,processed,0.0281,0.1242,0.8478,0.033,3.0,1
vegetable pancake,125.18,3.87,12.24,6.57,2.48,2.09,116.69,42.89,0.79,20.63,Veg,processed,0.1706,0.5397,0.2897,0.5802,1.0,3
yam fried (zimikand/suran fried),491.76,0.79,5.47,51.79,1.44,0.8,37.07,8.11,0.43,30.3,Non-Veg,processed,0.0136,0.0942,0.8922,0.0152,3.0,1
rasgulla,180.0,4.0,40.0,2.0,0.0,35.0,80.0,80.0,2.0,8.0,Dessert,sheet1,0.087,0.8696,0.0435,1.9048,1.0,0
chowmein,220.0,8.0,28.0,14.0,4.0,6.0,620.0,30.0,12.0,18.0,Veg,sheet1,0.16,0.56,0.28,0.5674,2.0,3
chocolate pudding,211.96,3.55,29.59,9.48,0.53,20.68,171.36,64.56,0.6,0.75,Non-Veg,processed,0.0833,0.6943,0.2224,0.3706,2.0,1
gulab jamun with khoya,586.06,2.03,26.09,53.23,0.07,24.12,15.09,67.32,0.39,0.02,Non-Veg,processed,0.025,0.3207,0.6543,0.0381,3.0,1
galouti kebab,280.0,23.0,4.0,22.0,1.0,2.0,780.0,35.0,20.0,5.0,Non-Veg,sheet1,0.4694,0.0816,0.449,1.0407,2.0,1
ducheese potato,140.54,3.6,10.94,9.01,1.29,0.29,103.85,18.1,0.76,7.23,Veg,processed,0.1529,0.4645,0.3826,0.3952,1.0,3
mango vanilla custard,147.63,3.43,18.41,7.04,0.99,14.62,30.12,84.86,0.58,16.05,Veg,processed,0.1188,0.6375,0.2438,0.4804,1.0,3
carrot and spinach raita (gajar aur palak ka raita),56.83,4.0,5.83,1.99,1.39,4.93,180.79,142.57,1.04,19.29,Veg,processed,0.3384,0.4932,0.1684,1.9139,0.0,3
rajbogh,133.7,1.71,28.16,2.28,0.11,27.66,16.57,63.23,0.17,2.69,Veg,processed,0.0532,0.8759,0.0709,0.7185,1.0,3
cheese straws,382.0,9.83,30.61,24.28,1.29,1.79,587.42,160.64,1.29,0.0,Dessert,processed,0.1519,0.473,0.3752,0.4032,3.0,0
shishu ahar,93.37,2.61,17.42,1.43,1.02,6.61,2.68,13.78,1.02,0.0,Veg,processed,0.1216,0.8117,0.0666,1.7059,0.0,3
macroni cheese pie,170.63,5.85,21.1,7.48,0.4,3.4,200.51,122.01,0.54,14.65,Non-Veg,processed,0.1699,0.6128,0.2173,0.7718,1.0,1
chocolate sauce,263.2,1.91,43.21,10.39,0.0,42.06,2.8,18.8,1.13,0.0,Dessert,processed,0.0344,0.7784,0.1872,0.1821,2.0,0
mixed vegetable pickle (sabziyoon ka achaar),211.2,1.9,7.48,19.68,2.76,2.77,2488.32,42.81,2.12,6.0,Non-Veg,processed,0.0654,0.2574,0.6772,0.0961,2.0,1
sour cream potato salad,121.9,2.89,9.05,8.13,1.21,0.84,102.66,23.25,0.9,37.28,Veg,processed,0.144,0.4509,0.4051,0.3512,1.0,3
avial,140.0,4.0,12.0,10.0,6.0,4.0,380.0,45.0,12.0,35.0,Veg,sheet1,0.1538,0.4615,0.3846,0.396,1.0,3
andhra chicken,290.0,30.0,8.0,19.0,2.0,3.0,1050.0,42.0,25.0,15.0,Non-Veg,sheet1,0.5263,0.1404,0.3333,1.5707,2.0,1
gulab jamun,350.0,5.0,55.0,15.0,2.0,35.0,120.0,60.0,12.0,5.0,Dessert,sheet1,0.0667,0.7333,0.2,0.3311,2.0,0
cheese noodle ring,133.67,6.22,13.96,6.12,1.27,2.84,241.96,99.3,0.79,24.19,Veg,processed,0.2365,0.5308,0.2327,1.0,1.0,3
gooseberry chutney (amla chutney),43.02,1.44,8.83,0.62,4.58,0.06,215.09,46.4,1.22,4.84,Snacks,processed,0.1322,0.8108,0.0569,2.0,0.0,2
cold summer garden soup,49.19,8.57,2.65,14.08,1.86,0.46,9919.62,43.93,2.13,16.3,Snacks,processed,0.3387,0.1047,0.5565,0.6044,0.0,2
potato kofta curry (aloo kofta curry),455.4,0.56,2.78,49.08,0.56,0.63,30.12,7.77,0.26,46.64,Non-Veg,processed,0.0107,0.053,0.9363,0.0114,3.0,1
green chickpeas pulao (choliya pulao/hare chane ka pulao),173.43,4.88,27.57,4.82,3.15,2.48,170.05,18.94,0.95,5.43,Non-Veg,processed,0.1309,0.7397,0.1293,0.9919,1.0,1
paushtik ladoo,485.87,7.65,60.34,24.98,4.57,38.12,6.09,20.67,1.63,0.0,Non-Veg,processed,0.0823,0.649,0.2687,0.305,3.0,1
mushroom matar,70.77,2.79,5.33,4.11,3.13,1.39,61.63,21.42,0.81,39.15,Veg,processed,0.2281,0.4358,0.3361,0.6627,0.0,3
aloo tikki,200.0,4.0,30.0,8.0,1.44,3.0,116.38,40.11,0.9,6.0,Snacks,nutrition_dataset,0.0952,0.7143,0.1905,0.4938,1.0,2
murmura (puffed rice),113.32,3.62,15.67,4.04,0.28,7.31,22.52,103.79,0.63,4.82,Veg,processed,0.1552,0.6717,0.1732,0.8744,1.0,3
mixed stock,25.19,2.06,0.33,1.71,0.15,0.2,9.51,2.06,0.07,2.58,Snacks,processed,0.5024,0.0805,0.4171,1.1381,0.0,2
makhana kheer,107.85,3.31,12.88,5.0,0.11,11.54,23.4,111.64,0.28,5.06,Veg,processed,0.1562,0.6078,0.236,0.649,1.0,3
cardamom cookies (elaichi cookies),400.49,5.1,53.99,19.12,2.79,38.99,98.45,25.21,1.41,0.0,Non-Veg,processed,0.0652,0.6903,0.2445,0.2653,3.0,1
shami kebab,250.0,22.0,6.0,16.0,2.0,3.0,720.0,45.0,16.0,10.0,Non-Veg,sheet1,0.5,0.1364,0.3636,1.3665,2.0,1
cauliflower canjee (phoolgobhi ki canjee),6.9,0.39,0.35,0.42,0.49,0.09,41.45,6.26,0.22,7.86,Snacks,processed,0.3362,0.3017,0.3621,0.75,0.0,2
curd dressing,78.8,5.59,8.03,2.9,0.22,7.57,204.62,194.59,0.18,5.34,Veg,processed,0.3384,0.4861,0.1755,1.8633,0.0,3
plum jam (aloo bukhara jam),178.89,0.31,46.2,0.19,1.0,45.25,2.67,7.5,0.2,6.0,Non-Veg,processed,0.0066,0.9893,0.0041,1.069,1.0,1
mango milkshake with ice cream (aam milkshake ice cream ke saath),68.35,1.93,9.18,2.8,0.23,9.11,16.64,69.36,0.15,16.96,Veg,processed,0.1387,0.66,0.2013,0.6655,0.0,3
rasam with tamarind (puli rasam/ chintapandu rasam/ charu/saaru),26.74,1.13,3.37,0.88,1.6,0.83,104.11,16.56,0.59,17.27,Snacks,processed,0.21,0.6264,0.1636,1.1531,0.0,2
jam and fruit pancake,162.02,3.79,20.73,7.01,1.21,7.85,93.09,54.06,0.52,6.48,Non-Veg,processed,0.1202,0.6575,0.2223,0.5331,1.0,1
cauliflower potato canjee,16.79,0.57,2.63,0.39,0.69,0.13,35.58,6.78,0.28,15.57,Snacks,processed,0.1588,0.7326,0.1086,1.1633,0.0,2
millet soup,55.99,11.26,8.22,12.57,2.82,1.45,10918.83,65.21,2.74,4.23,Veg,processed,0.3513,0.2565,0.3922,0.8887,0.0,3
dil bahar,130.05,1.52,28.27,1.92,0.02,27.84,16.65,62.58,0.13,2.69,Veg,processed,0.0479,0.8915,0.0605,0.7525,1.0,3
fish curry (machli curry),111.13,8.76,3.77,6.69,1.89,2.02,184.71,52.06,1.09,22.48,Veg,processed,0.4558,0.1961,0.3481,1.2901,1.0,3
clear tomato soup (tamatar ka soup),80.07,4.79,3.45,12.22,1.96,1.44,5135.74,29.05,1.14,53.16,Veg,processed,0.2341,0.1686,0.5973,0.3888,0.0,3
dosa (plain),160.0,4.0,30.0,2.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1111,0.8333,0.0556,1.9048,1.0,3
lassi (salted),18.84,1.35,1.86,0.72,0.02,1.84,65.4,47.78,0.04,1.02,Snacks,processed,0.3435,0.4733,0.1832,1.6463,0.0,2
sweet rice (meethe chawal),215.41,2.1,42.59,4.57,1.13,24.8,3.2,11.38,0.34,0.21,Non-Veg,processed,0.0426,0.8646,0.0928,0.4497,2.0,1
roasted cauliflower steak,78.68,2.05,2.02,6.7,3.53,0.44,120.19,24.47,0.95,47.14,Veg,processed,0.1903,0.1876,0.6221,0.3015,0.0,3
swiss roll,251.87,7.3,48.34,3.77,0.55,32.96,51.9,24.11,1.19,0.0,Dessert,processed,0.1229,0.8137,0.0635,1.8863,2.0,0
veg paneer stew,145.55,6.98,10.22,8.41,3.08,4.85,73.15,160.51,1.37,32.41,Veg,processed,0.2725,0.3991,0.3284,0.8202,1.0,3
chocolate chiffon cake,311.71,5.76,37.87,15.8,0.7,24.25,188.59,42.15,1.07,0.21,Dessert,processed,0.0969,0.6372,0.2659,0.3623,2.0,0
cajun chicken,184.94,12.69,1.94,13.99,0.89,1.1,1740.13,156.98,0.53,45.44,Non-Veg,processed,0.4434,0.0678,0.4888,0.9006,1.0,1
pumpkin coconut burfi (kaddu aur nariyal ki burfi),186.18,1.75,17.02,12.66,4.29,16.11,8.95,21.76,0.79,3.02,Non-Veg,processed,0.0557,0.5415,0.4028,0.1371,1.0,1
poha,160.0,4.0,30.0,6.0,3.0,4.0,280.0,20.0,6.0,8.0,Veg,sheet1,0.1,0.75,0.15,0.6557,1.0,3
biryani masala,300.0,10.0,60.0,10.0,1.44,3.0,116.38,40.11,0.9,6.0,Snacks,nutrition_dataset,0.125,0.75,0.125,0.9901,2.0,2
vegetable stock,17.6,0.3,0.96,1.38,0.38,0.44,49.75,5.08,0.12,7.58,Snacks,processed,0.1136,0.3636,0.5227,0.2027,0.0,2
lemon and ginger squash (nimbu aur adrak ka squash),170.34,0.54,44.06,0.21,1.07,42.53,16.19,11.18,0.52,6.0,Non-Veg,processed,0.0121,0.9833,0.0047,1.7419,1.0,1
strawberry ice cream,215.61,4.15,12.26,16.96,0.0,11.6,37.62,77.08,0.34,2.13,Non-Veg,processed,0.1244,0.3674,0.5082,0.2433,2.0,1
fricassee of mushroom,106.66,3.65,8.13,6.63,1.23,2.51,118.98,84.97,0.36,39.68,Veg,processed,0.1983,0.4416,0.3601,0.5423,1.0,3
boiled egg (ubla anda),45.35,4.43,0.12,3.04,0.11,0.0,170.94,17.75,0.64,0.0,Snacks,processed,0.5837,0.0158,0.4005,1.4108,0.0,2
hot and sour soup,31.51,3.12,1.78,1.31,0.6,0.66,163.26,10.68,0.43,24.59,Snacks,processed,0.5024,0.2866,0.211,2.2128,0.0,2
milk cookies,459.43,10.49,48.43,24.96,0.99,22.06,156.53,251.59,0.75,2.03,Non-Veg,processed,0.1251,0.5774,0.2976,0.4186,3.0,1
plain burfi (burfi),408.32,9.82,30.88,27.96,0.17,30.43,31.65,355.78,1.5,0.05,Non-Veg,processed,0.143,0.4498,0.4072,0.35,3.0,1
pancake,203.36,5.68,20.49,10.82,0.65,3.32,143.7,79.49,0.69,0.5,Non-Veg,processed,0.1536,0.5539,0.2925,0.5201,2.0,1
peanut pulao,193.28,5.32,21.18,9.51,2.9,1.6,168.4,18.52,0.83,3.42,Non-Veg,processed,0.1477,0.5882,0.2641,0.5536,1.0,1
soya seekh kebab,115.05,5.4,10.0,5.88,2.24,0.51,92.25,15.67,1.26,8.56,Veg,processed,0.2538,0.4699,0.2763,0.903,1.0,3
bottle gourd soup (ghiya/lauki soup),23.05,0.45,1.16,1.79,0.96,0.39,53.81,15.14,0.26,6.0,Snacks,processed,0.1324,0.3412,0.5265,0.2381,0.0,2
stuffed tomatoes (bharwa tamatar),93.35,3.28,6.19,6.06,2.2,2.68,165.85,59.16,0.62,28.23,Veg,processed,0.2112,0.3986,0.3902,0.5325,0.0,3
flattened rice cutlet (chirwa cutlet/chivda cutlet/poha cutlet),701.71,1.76,7.39,73.89,0.86,0.27,76.65,9.17,0.59,12.63,Non-Veg,processed,0.0212,0.089,0.8898,0.0238,3.0,1
dhansak (vegetarian),82.8,3.32,7.28,4.18,4.17,0.91,34.18,26.4,1.26,13.25,Veg,processed,0.2246,0.4926,0.2828,0.7757,0.0,3
potato samosa (aloo ka samosa),577.39,1.71,9.21,59.19,1.19,0.29,77.1,7.63,0.5,11.27,Non-Veg,processed,0.0244,0.1314,0.8442,0.0288,3.0,1
pineapple raita (ananas ka raita),67.74,3.9,8.62,2.02,1.39,8.12,135.48,134.53,0.27,19.89,Veg,processed,0.2682,0.5928,0.1389,1.8396,0.0,3
paneer kheer,105.31,4.53,10.03,5.37,0.07,9.87,23.81,144.66,0.26,5.06,Veg,processed,0.2273,0.5033,0.2694,0.8282,1.0,3
masala dosa paneer fillings,243.12,10.31,29.76,8.84,3.11,4.81,160.4,171.23,1.27,11.5,Non-Veg,processed,0.2108,0.6085,0.1807,1.1532,2.0,1
chinese cabbage and meat ball soup,484.31,5.21,1.43,56.57,0.57,0.37,4249.41,41.07,1.52,16.72,Non-Veg,processed,0.0824,0.0226,0.895,0.0919,3.0,1
aloo puri,150.0,3.0,20.0,6.0,1.44,3.0,116.38,40.11,0.9,6.0,Veg,nutrition_dataset,0.1034,0.6897,0.2069,0.4918,1.0,3
eggplant/brinjal rice (vangi bhat),184.8,5.28,31.74,3.67,4.44,4.36,59.06,36.02,1.91,3.23,Non-Veg,processed,0.1298,0.78,0.0902,1.4005,1.0,1
melting moments,437.91,5.71,55.84,21.78,1.88,25.0,119.09,30.39,1.2,0.0,Non-Veg,processed,0.0685,0.6701,0.2614,0.261,3.0,1
classic club sandwich,200.83,6.74,18.49,11.56,1.62,1.86,277.49,107.73,1.09,16.19,Non-Veg,processed,0.1832,0.5026,0.3142,0.578,2.0,1
egg pakora/pakoda (ande ke pakode),710.51,2.83,4.48,75.86,0.86,0.19,75.37,9.55,0.47,0.01,Non-Veg,processed,0.034,0.0539,0.9121,0.0373,3.0,1
carrot and cabbage with coconut (nariyal ke saath pattagobhi aur gajar),106.61,1.82,4.99,8.62,4.52,2.36,219.6,48.63,0.84,41.01,Veg,processed,0.118,0.3234,0.5587,0.2087,1.0,3
minced meat pie,221.55,7.38,18.11,13.04,2.33,1.42,127.85,18.14,1.07,37.52,Non-Veg,processed,0.1915,0.47,0.3384,0.5616,2.0,1
orange and pineapple cream,101.18,1.44,11.96,5.43,1.03,11.37,10.17,35.0,0.41,19.89,Veg,processed,0.0765,0.6352,0.2884,0.2604,1.0,3
french dressing,733.77,0.32,3.68,79.65,0.22,3.01,261.13,6.98,0.48,6.42,Non-Veg,processed,0.0038,0.044,0.9522,0.004,3.0,1
